PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Deck,FamilySize,IsAlone,Title,TitleGroup,TicketPrefix,FarePerPerson,TicketCount,AgeBand,FareBand,FamilySizeBand,Age_Pclass,FPP_Pclass,Sex_Pclass,IsAlone_Sex,log_Fare,log_FarePerPerson,SexBin,Age_Sex,AgeBand_Sex,Deck_Pclass,Age_sq,SurnameCount
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,S,U,3,0,Mrs,Common,NONE,9.666666666666666,2,2,1,1,44.0,19.333333333333332,2,0,3.4011973816621555,2.367123614131617,1,22.0,2_female,U_2,484.0,2
325,0,3,"Sage, Mr. George John Jr",male,25.0,8,2,CA. 2343,69.55,S,U,11,0,Mr,Common,CA.,6.322727272727272,7,2,2,3,75.0,18.96818181818182,0,0,4.256321678298823,1.9909828368246127,0,0.0,2_male,U_3,625.0,7
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C,C,1,1,Miss,Common,PC,135.6333,3,3,3,0,36.0,135.6333,1,1,4.91730069488021,4.91730069488021,1,36.0,3_female,C_1,1296.0,1
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,S,U,1,1,Mr,Common,NONE,6.2375,1,4,0,0,183.0,18.7125,0,0,1.9792758428991135,1.9792758428991135,0,0.0,4_male,U_3,3721.0,1
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,S,D,1,1,Mrs,Common,NONE,13.0,1,3,1,0,72.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,36.0,3_female,D_2,1296.0,1
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,S,U,3,0,Mrs,Common,NONE,6.841666666666666,3,2,1,1,93.0,20.525,3,0,3.0692150503137943,2.0594513968033334,1,31.0,2_female,U_3,961.0,3
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,C,B,2,0,Miss,Common,NONE,28.9896,2,1,2,1,16.0,28.9896,1,0,4.077184839375167,3.400850654892709,1,16.0,1_female,B_1,256.0,2
331,1,3,"McCoy, Miss. Agnes",female,21.5,2,0,367226,23.25,Q,U,3,0,Miss,Common,NONE,7.75,2,2,1,1,64.5,23.25,3,0,3.188416617383492,2.169053700369523,1,21.5,2_female,U_3,462.25,2
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,S,C,1,1,Mr,Common,NONE,28.5,1,3,1,0,45.5,28.5,0,0,3.3843902633457743,3.3843902633457743,0,0.0,3_male,C_1,2070.25,1
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,S,C,2,0,Mr,Common,PC,76.73125,3,3,3,1,38.0,76.73125,0,0,5.039951348430309,4.353257364419914,0,0.0,3_male,C_1,1444.0,3
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,S,U,3,0,Mr,Common,NONE,6.0,2,1,1,1,48.0,18.0,0,0,2.9444389791664403,1.9459101490553132,0,0.0,1_male,U_3,256.0,3
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,35.0,1,0,PC 17611,133.65,S,U,2,0,Mrs,Common,PC,66.825,2,2,3,1,35.0,66.825,1,0,4.902678819257608,4.216930858544996,1,35.0,2_female,U_1,1225.0,2
336,0,3,"Denkoff, Mr. Mitto",male,25.0,0,0,349225,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,75.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,625.0,1
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,S,C,2,0,Mr,Common,NONE,33.3,2,2,2,1,29.0,33.3,0,0,4.213607983048918,3.535145354171894,0,0.0,2_male,C_1,841.0,2
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,C,E,1,1,Miss,Common,NONE,134.5,2,3,3,0,41.0,134.5,1,1,4.908971640319756,4.908971640319756,1,41.0,3_female,E_1,1681.0,1
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,S,U,1,1,Mr,Common,NONE,8.05,1,3,0,0,135.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,3_male,U_3,2025.0,1
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,S,T,1,1,Mr,Common,NONE,35.5,1,3,2,0,45.0,35.5,0,0,3.597312260588446,3.597312260588446,0,0.0,3_male,T_1,2025.0,1
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,S,F,3,0,Master,Common,NONE,8.666666666666666,3,0,1,1,4.0,17.333333333333332,0,0,3.295836866004329,2.268683541318364,0,0.0,0_male,F_2,4.0,3
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,S,C,6,0,Miss,Common,NONE,43.833333333333336,4,2,4,3,24.0,43.833333333333336,1,0,5.575949103146316,3.802951910373784,1,24.0,2_female,C_1,576.0,4
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,2,1,0,56.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,2_male,U_2,784.0,1
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,2,1,0,50.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,2_male,U_2,625.0,1
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,3,1,0,72.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,3_male,U_2,1296.0,1
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,S,F,1,1,Miss,Common,NONE,13.0,1,2,1,0,48.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,24.0,2_female,F_2,576.0,4
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,S,U,1,1,Miss,Common,NONE,13.0,1,3,1,0,80.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,40.0,3_female,U_2,1600.0,4
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,21.5,1,0,386525,16.1,S,U,2,0,Mrs,Common,NONE,8.05,1,2,1,1,64.5,24.150000000000002,3,0,2.8390784635086144,2.2027647577118348,1,21.5,2_female,U_3,462.25,1
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,S,U,3,0,Master,Common,C.A.,5.3,2,0,1,1,9.0,15.899999999999999,0,0,2.8273136219290276,1.840549633397487,0,0.0,0_male,U_3,9.0,2
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,S,U,1,1,Mr,Common,NONE,8.6625,1,3,0,0,126.0,25.987499999999997,0,0,2.2682524139135403,2.2682524139135403,0,0.0,3_male,U_3,1764.0,1
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,S,U,1,1,Mr,Common,NONE,9.225,1,2,0,0,69.0,27.674999999999997,0,0,2.3248357019288655,2.3248357019288655,0,0.0,2_male,U_3,529.0,1
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,40.0,0,0,113510,35.0,S,C,1,1,Mr,Common,NONE,35.0,1,3,2,0,40.0,35.0,0,0,3.58351893845611,3.58351893845611,0,0.0,3_male,C_1,1600.0,1
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,C,U,3,0,Mr,Common,NONE,2.409733333333333,1,1,0,1,45.0,7.229199999999999,0,0,2.1076888046179385,1.2266340868690149,0,0.0,1_male,U_3,225.0,3
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,S,U,2,0,Mr,Common,NONE,8.9,2,2,1,1,75.0,26.700000000000003,0,0,2.9338568698359038,2.2925347571405443,0,0.0,2_male,U_3,625.0,2
355,0,3,"Yousif, Mr. Wazli",male,25.0,0,0,2647,7.225,C,U,1,1,Mr,Common,NONE,7.225,1,2,0,0,75.0,21.674999999999997,0,0,2.1071782966514356,2.1071782966514356,0,0.0,2_male,U_3,625.0,1
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,S,U,1,1,Mr,Common,NONE,9.5,1,2,0,0,84.0,28.5,0,0,2.3513752571634776,2.3513752571634776,0,0.0,2_male,U_3,784.0,1
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,S,E,2,0,Miss,Common,NONE,27.5,2,2,2,1,22.0,27.5,1,0,4.02535169073515,3.349904087274605,1,22.0,2_female,E_1,484.0,1
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,S,U,1,1,Miss,Common,NONE,13.0,1,3,1,0,76.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,38.0,3_female,U_2,1444.0,1
359,1,3,"McGovern, Miss. Mary",female,21.5,0,0,330931,7.8792,Q,U,1,1,Miss,Common,NONE,7.8792,1,2,0,0,64.5,23.6376,3,1,2.1837114628556327,2.1837114628556327,1,21.5,2_female,U_3,462.25,1
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,21.5,0,0,330980,7.8792,Q,U,1,1,Miss,Common,NONE,7.8792,1,2,0,0,64.5,23.6376,3,1,2.1837114628556327,2.1837114628556327,1,21.5,2_female,U_3,462.25,1
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,S,U,6,0,Mr,Common,NONE,4.65,6,3,1,3,120.0,13.950000000000001,0,0,3.3638415951183864,1.7316555451583497,0,0.0,3_male,U_3,1600.0,6
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,C,U,2,0,Mr,Common,SC/PARIS,13.8604,1,2,1,1,58.0,27.7208,0,0,3.357621598945279,2.6986999568277366,0,0.0,2_male,U_2,841.0,1
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,C,U,2,0,Mrs,Common,NONE,7.2271,2,3,1,1,135.0,21.6813,3,0,2.737880811060884,2.107433583211985,1,45.0,3_female,U_3,2025.0,2
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,S,U,1,1,Mr,Common,SOTON/O.Q.,7.05,1,2,0,0,105.0,21.15,0,0,2.0856720914304723,2.0856720914304723,0,0.0,2_male,U_3,1225.0,1
365,0,3,"O'Brien, Mr. Thomas",male,25.0,1,0,370365,15.5,Q,U,2,0,Mr,Common,NONE,7.75,2,2,1,1,75.0,23.25,0,0,2.803360380906535,2.169053700369523,0,0.0,2_male,U_3,625.0,3
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,S,U,1,1,Mr,Common,C,7.25,1,2,0,0,90.0,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,900.0,1
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,C,D,2,0,Mrs,Common,NONE,37.625,1,3,2,1,60.0,37.625,1,0,4.334017415487521,3.6538997352179097,1,60.0,3_female,D_1,3600.0,1
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,21.5,0,0,2626,7.2292,C,U,1,1,Mrs,Common,NONE,7.2292,1,2,0,0,64.5,21.6876,3,1,2.1076888046179385,2.1076888046179385,1,21.5,2_female,U_3,462.25,1
369,1,3,"Jermyn, Miss. Annie",female,21.5,0,0,14313,7.75,Q,U,1,1,Miss,Common,NONE,7.75,1,2,0,0,64.5,23.25,3,1,2.169053700369523,2.169053700369523,1,21.5,2_female,U_3,462.25,1
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,C,B,1,1,Mrs,Common,PC,69.3,2,2,2,0,24.0,69.3,1,1,4.252771798816619,4.252771798816619,1,24.0,2_female,B_1,576.0,1
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,C,E,2,0,Mr,Common,NONE,27.72085,1,2,2,1,25.0,27.72085,0,0,4.0332082470129285,3.357623339842346,0,0.0,2_male,E_1,625.0,1
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,S,U,2,0,Mr,Common,NONE,3.2479,1,1,0,1,54.0,9.7437,0,0,2.0143428636837015,1.4464247431729138,0,0.0,1_male,U_3,324.0,1
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,S,U,1,1,Mr,Common,NONE,8.05,1,1,0,0,57.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,1_male,U_3,361.0,1
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,C,U,1,1,Mr,Common,PC,135.6333,3,2,3,0,22.0,135.6333,0,0,4.91730069488021,4.91730069488021,0,0.0,2_male,U_1,484.0,1
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,S,U,5,0,Miss,Common,NONE,4.215,4,0,1,2,9.0,12.645,3,0,3.0944457464900235,1.6515390884527357,1,3.0,0_female,U_3,9.0,4
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,35.0,1,0,PC 17604,82.1708,C,U,2,0,Mrs,Common,PC,41.0854,2,2,2,1,35.0,41.0854,1,0,4.420896324687287,3.7397008871924475,1,35.0,2_female,U_1,1225.0,3
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,S,U,1,1,Miss,Common,C,7.25,1,2,0,0,66.0,21.75,3,1,2.1102132003465894,2.1102132003465894,1,22.0,2_female,U_3,484.0,1
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C,C,3,0,Mr,Common,NONE,70.5,1,2,3,1,27.0,70.5,0,0,5.358941988364472,4.269697449699962,0,0.0,2_male,C_1,729.0,1
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,C,U,1,1,Mr,Common,NONE,4.0125,1,2,0,0,60.0,12.037500000000001,0,0,1.6119347926326877,1.6119347926326877,0,0.0,2_male,U_3,400.0,1
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,S,U,1,1,Mr,Common,NONE,7.775,1,1,0,0,57.0,23.325000000000003,0,0,2.1719067693519296,2.1719067693519296,0,0.0,1_male,U_3,361.0,4
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,C,U,1,1,Miss,Common,PC,227.525,4,3,3,0,42.0,227.525,1,1,5.4316456135398825,5.4316456135398825,1,42.0,3_female,U_1,1764.0,1
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,C,U,3,0,Miss,Common,NONE,5.247233333333333,2,0,1,1,3.0,15.741699999999998,3,0,2.817902613071225,1.8321386990758308,1,1.0,0_female,U_3,1.0,2
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,S,U,1,1,Mr,Common,STON/O,7.925,1,2,0,0,96.0,23.775,0,0,2.188856327665703,2.188856327665703,0,0.0,2_male,U_3,1024.0,1
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,S,U,2,0,Mrs,Common,NONE,26.0,2,2,2,1,35.0,26.0,1,0,3.970291913552122,3.295836866004329,1,35.0,2_female,U_1,1225.0,2
385,0,3,"Plotcharsky, Mr. Vasil",male,25.0,0,0,349227,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,75.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,625.0,1
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,S,U,1,1,Mr,Common,S.O.C.,73.5,5,1,2,0,36.0,147.0,0,0,4.310799125385514,4.310799125385514,0,0.0,1_male,U_2,324.0,3
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,S,U,8,0,Master,Common,CA,5.8625,6,0,2,3,3.0,17.5875,0,0,3.8691155044168695,1.926071806835649,0,0.0,0_male,U_3,1.0,6
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,S,U,1,1,Miss,Common,NONE,13.0,1,3,1,0,72.0,26.0,2,1,2.6390573296152584,2.6390573296152584,1,36.0,3_female,U_2,1296.0,1
389,0,3,"Sadlier, Mr. Matthew",male,25.0,0,0,367655,7.7292,Q,U,1,1,Mr,Common,NONE,7.7292,1,2,0,0,75.0,23.1876,0,0,2.1666737276227077,2.1666737276227077,0,0.0,2_male,U_3,625.0,1
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,C,U,1,1,Miss,Common,SC,12.0,1,1,1,0,34.0,24.0,2,1,2.5649493574615367,2.5649493574615367,1,17.0,1_female,U_2,289.0,1
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,S,B,4,0,Mr,Common,NONE,30.0,4,3,3,2,36.0,30.0,0,0,4.795790545596741,3.4339872044851463,0,0.0,3_male,B_1,1296.0,6
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,S,U,1,1,Mr,Common,NONE,7.7958,1,2,0,0,63.0,23.3874,0,0,2.174274334826008,2.174274334826008,0,0.0,2_male,U_3,441.0,1
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,S,U,3,0,Mr,Common,NONE,2.6416666666666666,1,2,0,1,84.0,7.925,0,0,2.188856327665703,1.2924414523135441,0,0.0,2_male,U_3,784.0,4
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,C,D,2,0,Miss,Common,NONE,56.6375,3,2,3,1,23.0,56.6375,1,0,4.738607824217808,4.054173397532824,1,23.0,2_female,D_1,529.0,3
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,S,G,3,0,Mrs,Common,PP,5.566666666666666,2,2,1,1,72.0,16.7,3,0,2.8735646395797834,1.882006347075833,1,24.0,2_female,G_3,576.0,2
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,S,U,1,1,Mr,Common,NONE,7.7958,1,2,0,0,66.0,23.3874,0,0,2.174274334826008,2.174274334826008,0,0.0,2_male,U_3,484.0,3
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,S,U,1,1,Miss,Common,NONE,7.8542,1,2,0,0,93.0,23.5626,3,1,2.180891922715322,2.180891922715322,1,31.0,2_female,U_3,961.0,2
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,S,U,1,1,Mr,Common,NONE,26.0,2,3,1,0,92.0,52.0,0,0,3.295836866004329,3.295836866004329,0,0.0,3_male,U_2,2116.0,1
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,S,U,1,1,Officer,Officer,NONE,10.5,1,2,1,0,46.0,21.0,0,0,2.4423470353692043,2.4423470353692043,0,0.0,2_male,U_2,529.0,1
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,S,U,1,1,Mrs,Common,NONE,12.65,1,2,1,0,56.0,25.3,2,1,2.613739521630969,2.613739521630969,1,28.0,2_female,U_2,784.0,1
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,S,U,1,1,Mr,Common,STON/O,7.925,1,3,0,0,117.0,23.775,0,0,2.188856327665703,2.188856327665703,0,0.0,3_male,U_3,1521.0,1
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,S,U,1,1,Mr,Common,NONE,8.05,1,2,0,0,78.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,U_3,676.0,1
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,S,U,2,0,Miss,Common,NONE,4.9125,1,2,0,1,63.0,14.737499999999999,3,0,2.3818582738885534,1.7770687538180514,1,21.0,2_female,U_3,441.0,3
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,S,U,2,0,Mr,Common,STON/O,7.925,2,2,1,1,84.0,23.775,0,0,2.8243506567983707,2.188856327665703,0,0.0,2_male,U_3,784.0,2
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,S,U,1,1,Miss,Common,NONE,8.6625,1,2,0,0,60.0,25.987499999999997,3,1,2.2682524139135403,2.2682524139135403,1,20.0,2_female,U_3,400.0,2
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,S,U,2,0,Mr,Common,NONE,10.5,1,2,1,1,68.0,21.0,0,0,3.091042453358316,2.4423470353692043,0,0.0,2_male,U_2,1156.0,1
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,S,U,1,1,Mr,Common,NONE,7.75,1,3,0,0,153.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,3_male,U_3,2601.0,1
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,S,U,3,0,Master,Common,NONE,6.25,3,0,1,1,6.0,12.5,0,0,2.9831534913471307,1.9810014688665833,0,0.0,0_male,U_2,9.0,3
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,S,U,1,1,Mr,Common,NONE,7.775,1,2,0,0,63.0,23.325000000000003,0,0,2.1719067693519296,2.1719067693519296,0,0.0,2_male,U_3,441.0,1
410,0,3,"Lefebre, Miss. Ida",female,21.5,3,1,4133,25.4667,S,U,5,0,Miss,Common,NONE,5.09334,4,2,1,2,64.5,15.28002,3,0,3.275887339030031,1.8071963714491994,1,21.5,2_female,U_3,462.25,4
411,0,3,"Sdycoff, Mr. Todor",male,25.0,0,0,349222,7.8958,S,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,75.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,625.0,1
412,0,3,"Hart, Mr. Henry",male,25.0,0,0,394140,6.8583,Q,U,1,1,Mr,Common,NONE,6.8583,1,2,0,0,75.0,20.5749,0,0,2.061570298060867,2.061570298060867,0,0.0,2_male,U_3,625.0,4
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,Q,C,2,0,Miss,Common,NONE,45.0,2,2,2,1,33.0,45.0,1,0,4.51085950651685,3.828641396489095,1,33.0,2_female,C_1,1089.0,2
414,0,2,"Cunningham, Mr. Alfred Fleming",male,30.0,0,0,239853,0.0,S,U,1,1,Mr,Common,NONE,0.0,3,2,0,0,60.0,0.0,0,0,0.0,0.0,0,0.0,2_male,U_2,900.0,1
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,S,U,1,1,Mr,Common,STON/O,7.925,1,3,0,0,132.0,23.775,0,0,2.188856327665703,2.188856327665703,0,0.0,3_male,U_3,1936.0,1
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,21.5,0,0,343095,8.05,S,U,1,1,Mrs,Common,NONE,8.05,1,2,0,0,64.5,24.150000000000002,3,1,2.2027647577118348,2.2027647577118348,1,21.5,2_female,U_3,462.25,1
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,S,U,3,0,Mrs,Common,NONE,10.833333333333334,1,2,2,1,68.0,21.666666666666668,2,0,3.5115454388310208,2.4709204078132605,1,34.0,2_female,U_2,1156.0,1
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,S,U,3,0,Miss,Common,NONE,4.333333333333333,1,1,1,1,36.0,8.666666666666666,2,0,2.6390573296152584,1.6739764335716716,1,18.0,1_female,U_2,324.0,1
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,S,U,1,1,Mr,Common,NONE,13.0,1,2,1,0,60.0,26.0,0,0,2.6390573296152584,2.6390573296152584,0,0.0,2_male,U_2,900.0,1
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,S,U,3,0,Miss,Common,NONE,8.049999999999999,3,0,1,1,30.0,24.15,3,0,3.224857896545748,2.2027647577118348,1,10.0,0_female,U_3,100.0,3
421,0,3,"Gheorgheff, Mr. Stanio",male,25.0,0,0,349254,7.8958,C,U,1,1,Mr,Common,NONE,7.8958,1,2,0,0,75.0,23.6874,0,0,2.1855792552411137,2.1855792552411137,0,0.0,2_male,U_3,625.0,1
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,Q,U,1,1,Mr,Common,A/,7.7333,1,2,0,0,63.0,23.1999,0,0,2.167143305297764,2.167143305297764,0,0.0,2_male,U_3,441.0,1
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,S,U,1,1,Mr,Common,NONE,7.875,1,2,0,0,87.0,23.625,0,0,2.1832383353614797,2.1832383353614797,0,0.0,2_male,U_3,841.0,1
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,S,U,3,0,Mrs,Common,NONE,4.8,2,2,1,1,84.0,14.399999999999999,3,0,2.7343675094195836,1.7578579175523736,1,28.0,2_female,U_3,784.0,2
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,S,U,3,0,Mr,Common,NONE,6.7375,2,1,1,1,54.0,20.2125,0,0,3.0545906305603445,2.0460786380107145,0,0.0,1_male,U_3,324.0,2
426,0,3,"Wiseman, Mr. Phillippe",male,25.0,0,0,A/4. 34244,7.25,S,U,1,1,Mr,Common,A/,7.25,1,2,0,0,75.0,21.75,0,0,2.1102132003465894,2.1102132003465894,0,0.0,2_male,U_3,625.0,1
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,S,U,2,0,Mrs,Common,NONE,13.0,1,2,1,1,56.0,26.0,2,0,3.295836866004329,2.6390573296152584,1,28.0,2_female,U_2,784.0,1
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,S,U,1,1,Miss,Common,NONE,26.0,2,1,1,0,38.0,52.0,2,1,3.295836866004329,3.295836866004329,1,19.0,1_female,U_2,361.0,1
429,0,3,"Flynn, Mr. James",male,25.0,0,0,364851,7.75,Q,U,1,1,Mr,Common,NONE,7.75,1,2,0,0,75.0,23.25,0,0,2.169053700369523,2.169053700369523,0,0.0,2_male,U_3,625.0,3
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,S,E,1,1,Mr,Common,SOTON/O.Q.,8.05,1,2,0,0,96.0,24.150000000000002,0,0,2.2027647577118348,2.2027647577118348,0,0.0,2_male,E_3,1024.0,1
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,S,C,1,1,Mr,Common,NONE,26.55,1,2,1,0,28.0,26.55,0,0,3.3160025355989236,3.3160025355989236,0,0.0,2_male,C_1,784.0,1
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,21.5,1,0,376564,16.1,S,U,2,0,Mrs,Common,NONE,8.05,2,2,1,1,64.5,24.150000000000002,3,0,2.8390784635086144,2.2027647577118348,1,21.5,2_female,U_3,462.25,2
